Date,SP,N225,SSE,HS,Eur,VIX,T5,T10,T30
4/10/2000,-0.007841207,0.01808391,0.003387578,-0.005367794,-0.001296448,0.065600673,-0.009745283,-0.009745283,-0.004379834
4/11/2000,-0.002572348,-0.004682125,-0.002676299,-0.021546833,-0.020158861,0.048480194,0.014675421,0.014675421,0.015660698
4/12/2000,-0.022271188,0.015139048,-0.007602759,0.005424038,0,0.063486222,0.015484105,0.015484105,0.011954305
4/13/2000,-0.01817106,-0.014726055,0.013400982,-0.013544613,-2.59E-05,0.014492756,-0.009048241,-0.009048241,-0.006505754
4/14/2000,-0.058277937,-0.004469373,0.001155889,-0.012829784,-0.028341352,0.139115718,-0.004903586,-0.004903586,-0.003618802
4/17/2000,0.033083594,-0.069785242,-0.021054585,-0.085511379,-0.015747018,-0.135562875,0.018181796,0.018181796,0.021791755
4/18/2000,0.028663407,-0.002058069,0.010270984,0.034950363,0.012956729,-0.097754744,0.009011999,0.009011999,0.00067708
4/19/2000,-0.009808488,0.00617304,0.008389858,0.009744519,0.015955115,0.03445634,-0.011743318,-0.011743318,-0.011502083
4/20/2000,0.004952867,-0.006669533,0.01001636,-0.003893159,0.006572149,-0.04330126,0.002175734,0.002175734,-0.003251207
4/25/2000,0.033275955,-0.011245596,-0.002138326,0.000837509,0.009649736,-0.07782247,0.021713732,0.021713732,0.013319684
4/26/2000,-0.011134091,-0.007553472,-0.000376304,-0.009923278,0.009427604,0.068541979,0.002125227,0.002125227,0.001348146
4/27/2000,0.002689994,-0.006349325,-0.014158333,-0.002266937,-0.006946798,-0.028920979,0.017128877,0.017128877,0.008582989
4/28/2000,-0.008526056,-0.002523463,0.016322006,0.021485716,0.017229302,0.000381834,-0.003368069,-0.003368069,-0.005172724
5/8/2000,-0.005905196,-0.012983013,0.000172039,-0.024078088,-0.00612127,0.024337089,0.00814507,0.00814507,0.009366939
5/9/2000,-0.008447046,-0.019528716,-0.016333671,-0.008328274,-0.016670106,0.025886508,-0.005487771,-0.005487771,-0.006719971
5/10/2000,-0.020599916,-0.008017487,-0.029861531,-0.019217864,-0.020110229,0.032492241,-0.013335433,-0.013335433,-0.006926582
5/12/2000,0.009340679,0.028159309,-0.00199527,0.042711925,0.011545669,-0.061599459,0.014203228,0.014203228,0.008459419
5/15/2000,0.022097755,-0.002544664,-0.009311241,-0.015262145,-0.01143962,-0.045681331,-0.006001852,-0.006001852,-0.005484743
5/16/2000,0.009419189,0.013720966,0.011704259,0.018747706,0.022441829,-0.020917154,-0.00882492,-0.00882492,-0.009570157
5/17/2000,-0.012441673,-0.008388047,0.000498676,-0.02193101,-0.014497131,-0.014790493,0.009528252,0.009528252,0.011136561
5/18/2000,-0.007314607,-0.021397254,0.019206606,-0.034071786,-0.000258094,-0.000834047,0.012842362,0.012842362,0.009232291
5/19/2000,-0.02105469,-0.010184635,0.010969923,0.01086815,-0.029944772,0.061769679,-0.005346753,-0.005346753,-0.000641905
5/22/2000,-0.004428004,-0.028007794,0.026384982,-0.023312836,-0.018920606,0.022012557,-0.01397636,-0.01397636,-0.00931429
5/23/2000,-0.019175842,-0.004105899,0.004021946,0.008235021,0.005533344,-0.004999968,0.004049848,0.004049848,0.000486267
5/24/2000,0.018335248,-0.016808295,0.012782278,-0.022669225,-0.011410484,-0.059915002,0.002016756,0.002016756,0.002106288
5/25/2000,-0.012529952,0.012676035,0.013587191,-0.000927294,0.020792389,0.010690799,-0.013469561,-0.013469561,-0.014227942
5/26/2000,-0.002533441,-0.014751558,-0.000577994,-0.01424887,-0.011333923,-0.004475208,-0.00816071,-0.00816071,-0.007380691
5/30/2000,0.032241862,-0.001018134,-0.011205857,0.001132737,0.014803906,-0.034736351,0.007436698,0.007436698,0.005617964
5/31/2000,-0.001300556,0.00638058,0.009098947,0.051673584,0.00306005,0.001270058,-0.012878947,-0.012878947,-0.011337458
6/1/2000,0.019857865,0.022155315,0.004715665,0.015450064,0.013964858,-0.054545413,-0.014319758,-0.014319758,-0.011301365
6/2/2000,0.019636771,0.006335082,0.006704514,0.022950593,0.024069509,-0.03935604,-0.007586829,-0.007586829,-0.002353326
6/5/2000,-0.006518829,0.023912325,-0.008953925,0.037789604,-0.00871254,0.05726255,-0.007644752,-0.007644752,-0.005054715
6/7/2000,0.009274008,-0.00146296,0.004926951,0.002419661,-0.006685367,-0.024728838,-0.002121758,-0.002121758,-0.004230851
6/8/2000,-0.006585704,-0.008201891,-0.005077413,-0.001454704,-0.000155309,0.012900397,-0.001472003,-0.001472003,-0.001529542
6/9/2000,-0.003229246,-0.008376079,-0.012683872,0.015326016,0.001320414,-0.027668031,0.001310384,0.001310384,0.002553169
6/12/2000,-0.007515667,0.007039488,0.006192182,-0.004045218,-0.000413703,0.008130095,-0.006216278,-0.006216278,-0.002546667
6/13/2000,0.016210195,-0.003866773,0.013655511,-0.022554236,-0.002767737,-0.029121847,0.004279839,0.004279839,0.010553157
6/14/2000,0.000748651,-0.01540231,-0.003292927,0.010458836,0.009778718,-0.008767906,-0.009834444,-0.009834444,-0.00437932
6/15/2000,0.005569343,-0.018957113,0.005172616,0.014080125,-0.003750299,-0.037243913,-0.000662094,-0.000662094,0.001184308
6/16/2000,-0.009650186,-0.001247996,-0.007898462,0.022017011,-0.006059215,-0.008704077,-0.011263925,-0.011263925,-0.007266005
6/19/2000,0.01470852,0.016732128,-0.006092037,-0.010156217,-0.002256855,0.006341422,0.003518162,0.003518162,0.001702167
6/20/2000,-0.006763155,0.019058195,-0.010368046,-0.011109871,0.00904792,0.012118275,0.004173639,0.004173639,0.001869104
6/21/2000,0.002154581,0.017893147,0.009382424,0.009411441,-0.008116449,-0.012930966,0.013466389,0.013466389,0.010685245
6/22/2000,-0.018220137,-0.006047056,0.000402492,-0.017599263,-0.002519811,0.067442957,0.002788668,0.002788668,0.003691867
6/23/2000,-0.007368283,-0.008347875,0.013441632,-0.013432512,-0.001432414,0.015454552,0.010469513,0.010469513,0.008527022
6/26/2000,0.00959436,-0.002228973,0.004646298,0.01530238,-0.000599798,0.004923931,-0.013275094,-0.013275094,-0.008123386
6/27/2000,-0.003270787,0.020895231,-0.002946204,0.0110683,-0.005949892,-0.028953296,-0.002789126,-0.002789126,-0.007019859
6/28/2000,0.00294364,0.00527282,0.002513285,0.017495322,0.001522594,-0.06926598,0.004277727,0.004277727,0.003703053
6/29/2000,-0.008543966,0.006086899,-0.005401028,-0.009223521,-0.022857146,-0.02907837,-0.011959363,-0.011959363,-0.014422265
6/30/2000,0.00846509,-0.003710802,-0.004725759,-0.008044523,0.010622865,-0.008121819,-0.002155532,-0.002155532,0.000680651
7/3/2000,0.010270909,0.011694261,-0.016839839,-0.001907091,0.013616831,0.0148413,-0.006314408,-0.006314408,-0.003230752
7/5/2000,-0.015862146,-0.001957692,0.000658295,0.014690398,-0.005551905,0.067070092,-0.000668928,-0.000668928,-0.000852971
7/6/2000,0.007218813,-0.008808243,-0.003475306,0.000929954,0.002317368,-0.010396943,0.009203532,0.009203532,0.00734168
7/7/2000,0.015260821,0.006704584,0.015894436,0.020641574,0.01639479,-0.082139502,-0.005637526,-0.005637526,-0.006949134
7/10/2000,-0.002217884,0.01002627,0.007879277,0.024284607,-0.002636731,0.057752375,0.004835719,0.004835719,0.002901471
7/11/2000,0.00356461,-0.003887871,0.006427045,0.007018537,-2.59E-05,-0.010821412,0.003650819,0.003650819,0.001191281
7/12/2000,0.008130327,-0.009267892,0.006545646,0.011094665,0.007412745,-0.003978116,0.00479502,0.00479502,0
7/13/2000,0.001955846,-0.017600517,0.002952824,-0.005854503,0.005145621,0,-0.013987171,-0.013987171,-0.012408627
7/14/2000,0.009452893,0.006221789,0.004037471,0.007831752,0.002789998,-0.035446878,0.017022657,0.017022657,0.010671304
7/17/2000,0.000337759,0.008395877,-0.002371695,0.014137204,0.006968403,0.006728834,0.008532991,0.008532991,0.00698227
7/18/2000,-0.011089117,-0.01976995,0.005804328,-0.022088819,-0.008060818,0.015424125,-0.000813556,-0.000813556,-0.000676507
7/19/2000,-0.007886265,0.002272047,0.002226728,0.015437352,0.000408882,-0.00506331,0.001465608,0.001465608,0.000676965
7/21/2000,-0.010283708,-0.01013215,0.00239812,0.009142074,-0.013415862,0,-0.002161984,-0.002161984,-0.003267983
7/24/2000,-0.010741799,-0.015725619,-0.003555036,-0.014573516,0.000565527,0.051742319,0.004166683,0.004166683,0.001207933
7/25/2000,0.006952128,0.001599717,0.003688854,-0.01610162,-0.003827947,-0.02660646,-0.000663931,-0.000663931,0
7/26/2000,-0.014954477,-0.004282746,0.007884466,0.014094149,-0.002965813,0.014440469,0,0,0.001378817
7/27/2000,-0.001927851,-0.019427207,1.54E-05,-0.009655982,-0.01202792,-0.003558703,-0.003487778,-0.003487778,-0.007228884
7/28/2000,-0.02050881,-0.021223535,0.000220137,-0.015252652,-0.005471991,0.063265293,0.004166683,0.004166683,0.001386945
7/31/2000,0.007704781,-0.007013264,0.005338836,-0.019957555,0.007292212,-0.004798483,0.000663852,0.000663852,0.000692553
8/1/2000,0.005080981,0.023664277,0.002279205,0.003353056,0.000757935,-0.009161067,-0.006302808,-0.006302808,-0.007612482
8/2/2000,0.0004172,0.006616316,0.001248419,0.022485134,0.001697467,-0.026763954,-0.003672227,-0.003672227,0.004881429
8/3/2000,0.009633772,-0.024172862,0.002766578,-0.000180081,-0.012175127,-0.000500011,-0.004188322,-0.004188322,-0.005551712
8/4/2000,0.007139116,-0.009300366,-0.004881431,0.008765629,0.009422031,-0.068534214,-0.007234143,-0.007234143,-0.003663627
8/7/2000,0.01120347,0.021404346,0.006444056,0.017304946,0.007765318,0.022019325,0.00796474,0.00796474,0.007004021
8/8/2000,0.002352502,-0.011410543,0.005147089,-0.029074456,0.002205288,-0.012611653,-0.005716194,-0.005716194,-0.003303783
8/9/2000,-0.006696826,0.013558013,0.005494818,-0.001734249,0.009345272,0.020755688,-0.000845471,-0.000845471,-0.001046762
8/10/2000,-0.008568302,-0.003676376,0.002310901,0.008801117,-0.00328289,0.000521388,-0.026908093,-0.026908093,-0.009081391
8/11/2000,0.007936974,0.008879113,-0.001586249,-0.006853376,0.001698327,-0.03335077,0.006434814,0.006434814,0.005816002
8/14/2000,0.013398259,0.002259045,0.006612749,-0.012568496,0.007218448,-0.036118604,-0.002764864,-0.002764864,-0.001401769
8/15/2000,-0.004780233,0.008937767,0.000249043,0.027383639,-0.001989336,0.005592863,0.005025175,0.005025175,0.002456561
8/16/2000,-0.003085412,0.003542717,0.003199138,0.015496358,0.003577711,0.002224745,0.002930986,0.002930986,0.002625651
8/17/2000,0.010960551,-0.011922208,0.00389682,-0.006323428,-0.004990939,-0.029966754,-0.002234831,-0.002234831,-0.003666268
8/18/2000,-0.002907602,0.007391853,-0.000670703,-0.010328548,0.000767723,-0.02459956,-0.006547227,-0.006547227,-0.003679676
8/21/2000,0.005202055,-0.014760646,0.00885417,0.003525256,0.00148323,0.017595376,0.000867172,0.000867172,0.002989834
8/22/2000,-0.000900296,0.025845131,-0.016117619,0.009530555,0.002298072,0.006916365,-0.001559491,-0.001559491,-0.001402752
8/23/2000,0.005233168,-0.00109937,-0.008089802,-0.013633411,-0.001248287,-0.005151698,-0.006421412,-0.006421412,-0.003336269
8/24/2000,0.001553874,0.014246815,0.006434628,0.000705718,-0.004871961,-0.019562616,-0.001572022,-0.001572022,-0.002995102
8/25/2000,-0.001233239,0.01442699,0.007504,-0.011637757,0.004049898,-0.029929589,0.000874758,0.000874758,0.00159044
8/28/2000,0.005071536,0.015953155,0.006652639,-0.012588254,0.003267721,0.000604974,0.007865687,0.007865687,0.008292154
8/29/2000,-0.002806967,-0.002291419,0.002328453,0.012946693,-0.002493652,0.021160729,0.00728413,0.00728413,0.006299173
8/30/2000,-0.004801833,-0.014005576,-0.01393177,-0.00836587,-0.00099491,0.047365374,-0.001377393,-0.001377393,-0.002608219
8/31/2000,0.010042718,-0.002390897,-0.026464502,9.53E-05,0.008528667,-0.048049766,-0.012241396,-0.012241396,-0.010808974
9/1/2000,0.00203598,-0.007204709,-0.010558073,0.013809006,0.014887596,0.040973903,-0.009425711,-0.009425711,-0.003348533
9/5/2000,-0.00900206,-0.014138209,-0.023281613,-0.007387339,-0.0053676,0.130633139,0.001409673,0.001409673,0.001414659
9/6/2000,-0.009840192,-0.003184995,-0.019291763,0.000568891,-0.002039185,0.048940527,0.005102904,0.005102904,0.006533587
9/7/2000,0.00687553,-0.006061584,0.012854194,-0.0098426,-0.000224268,-0.065897103,0.006477623,0.006477623,0.002280704
9/8/2000,-0.005331086,0.012336512,0.004433902,-0.008977768,-0.01428218,-0.049433625,-0.004348599,-0.004348599,-0.003675811
9/11/2000,-0.003506183,-0.022461549,0.006497667,-0.015482593,-0.001567742,-0.003250242,0.005939888,0.005939888,0.00509492
9/12/2000,-0.004881632,-0.005620884,0.003575988,-0.022236689,-0.004685339,0.010326116,0.002084072,0.002084072,0.00506901
9/14/2000,-0.00272073,0.001405807,-0.004741746,-0.014092166,0.008644161,-0.00327508,0.008030727,0.008030727,0.012735512
9/18/2000,-0.014531248,-0.009382439,-0.016013124,-0.042424003,-0.004222597,0.0934125,0.006514594,0.006514594,0.01034773
9/19/2000,0.010654142,0.003924391,-0.022395752,0.007521776,0.000568846,-0.035061683,-0.003576888,-0.003576888,-0.007051682
9/20/2000,-0.005863455,0.020721668,0.010054303,-0.000738657,-0.012636676,0.019959026,0.007179538,0.007179538,0.00811631
9/21/2000,-0.001577795,-0.008947501,-0.007794307,-0.031991707,-0.013217096,0.012543903,-0.00356422,-0.00356422,-0.005870488
9/22/2000,-0.000227789,-0.030212636,-0.008033331,-0.036372589,-0.00222793,0.027750221,-0.007153776,-0.007153776,-0.003880587
9/25/2000,-0.006688623,0.011041069,-0.008495314,0.05584596,0.009702528,0.032304729,0.000686256,0.000686256,-0.002201899
9/26/2000,-0.008213914,-0.004019301,0.006353163,-0.008950744,-0.008450904,0.021952327,-0.005828972,-0.005828972,-0.006620193
9/27/2000,-0.000448438,-0.01812272,0.013908612,0.010024314,0.003823387,-0.009597765,0.003621381,0.003621381,0.00803143
9/28/2000,0.022235217,-0.00083058,-0.01295507,-0.001837584,-0.003253395,-0.101522877,-0.001374635,-0.001374635,-0.002542862
9/29/2000,-0.014935321,0.007698222,0.01104758,0.015129362,0.001592204,0.056497197,-0.005849952,-0.005849952,-0.002549264
10/10/2000,-0.010705912,-0.01041128,0.013991737,-0.008881999,0.001878641,0.034970863,-0.003610713,-0.003610713,-0.002908421
10/11/2000,-0.016171399,-0.019848053,-0.004336998,-0.027459645,-0.020224988,0.068785159,-0.00431408,-0.00431408,-0.000343146
10/12/2000,-0.025509448,0.002389478,-0.003827832,-0.003450796,0.006780618,0.148287564,-0.009532033,-0.009532033,-0.002917988
10/13/2000,0.033381472,-0.014168554,-0.004239677,-0.026156222,0.007115105,-0.095378559,0,0,-0.001721506
10/16/2000,0.000327435,0.011872607,-0.008001442,0.019951663,0.006903054,-0.029347806,0.004374386,0.004374386,0.002414281
10/17/2000,-0.017932246,-0.011094445,0.003511141,-0.006676553,-0.009962243,0.039193699,-0.013066169,-0.013066169,-0.008945475
10/18/2000,-0.005807511,-0.03049104,0.006994004,-0.027896065,-0.006708353,0.031609165,-0.001412162,-0.001412162,0.00138863
10/19/2000,0.034743285,-0.004128457,-0.004901553,-0.002489881,0.021949287,-0.126392731,-0.000883881,-0.000883881,-0.002946819
10/20/2000,0.005882978,0.026172999,0.017787475,0.043127745,0.005942418,-0.033878054,-0.00283082,-0.00283082,-0.004694011
10/23/2000,-0.000823251,-0.006630192,0.00589643,0.003843927,0.007920504,0.018564388,-0.00958133,-0.00958133,-0.008034935
10/24/2000,0.001683629,0.003326971,-0.001324184,-0.011682324,0.020105718,-0.016605907,0.007345104,0.007345104,0.00475435
10/25/2000,-0.023767447,-0.020314024,0.010688322,0.00905873,-0.008527923,0.097611156,0.011203935,0.011203935,0.00806169
10/26/2000,-0.000337082,0.001210202,-0.004845637,-0.004309064,-0.009042904,0.073921248,-0.002286319,-0.002286319,-0.003998568
10/27/2000,0.011096139,-0.018590759,-0.000136173,-0.006253586,0.008391193,-0.075122343,0.006698415,0.006698415,0.00192
10/30/2000,0.013830353,-0.008067413,0.003137622,-0.006882056,0.001924381,-0.038156413,0.002976746,0.002976746,0.001045304
10/31/2000,0.021978172,0.005187855,-0.006227783,0.006448655,0.007111501,-0.071877454,0.005062815,0.005062815,0.006613315
11/1/2000,-0.005722718,0.022888528,0.008196684,0.030457172,-0.000953522,0.027507471,-0.003647717,-0.003647717,0
11/2/2000,0.004995691,-0.002327089,0.003487965,-0.003744198,-0.00312127,-0.014827043,0.0006973,0.0006973,0.000345756
11/6/2000,0.003855077,0.035966307,0.004815222,0.0049397,-0.001371207,0.035910451,0.008787064,0.008787064,0.007356753
11/7/2000,-0.000223397,-0.002023906,0.002965113,0.009548734,0.002228078,0.015905358,0.000683209,0.000683209,0.000509474
11/8/2000,-0.015776548,0.003866251,0.007927052,-0.01053425,-0.00315368,0.03010839,-0.00153615,-0.00153615,-0.002206758
11/9/2000,-0.006485592,-0.022051805,0.009724288,-0.009539341,-0.009516929,0.060015625,-0.007179456,-0.007179456,-0.004082969
11/10/2000,-0.024397584,-0.004748309,0.007368307,-0.007443512,-0.011205359,0.048897055,-0.002238294,-0.002238294,0.00290395
11/13/2000,-0.010776125,-0.021609869,0.011394655,-0.037278881,-0.014165447,0.018576893,-0.005867113,-0.005867113,-0.006131796
11/14/2000,0.023452142,-0.000313653,0.006919991,0.024422021,0.023044121,-0.077426017,-0.002950911,-0.002950911,-0.004798608
11/15/2000,0.004960489,0.009488351,-0.001540868,-0.003302196,0.005066794,-0.024617675,-0.008008357,-0.008008357,-0.007577088
11/16/2000,-0.012584534,-0.014332548,0.006762488,0.011300634,-0.003447935,-0.042065025,-0.005089471,-0.005089471,-0.004164527
11/17/2000,-0.00335197,-0.002929347,-0.001311451,-0.007680567,-0.00296177,-0.009580829,0.004409881,0.004409881,0.005924363
11/20/2000,-0.018351692,-0.000869716,0.003895314,0.01092235,-0.014932104,0.105602616,-0.005268657,-0.005268657,-0.00329111
11/21/2000,0.003522948,-0.008477387,-0.0016213,-0.01031888,0.00715226,-0.029529692,-0.000706248,-0.000706248,-0.003649702
11/22/2000,-0.018547512,-0.00743663,0.007302754,-0.02737568,-0.025941356,0.040946589,-0.011837441,-0.011837441,-0.015175283
11/24/2000,0.014678328,0.000981731,-0.0311728,-0.012813489,0.012469378,-0.061710543,0.005185103,0.005185103,0.003542328
11/27/2000,0.00536601,0.028294107,-0.001801535,0.01570988,0.004069795,0.035769243,0.000711439,0.000711439,0.006353733
11/28/2000,-0.009548029,-0.004179205,0.014502376,-0.002502269,-0.015232999,0.026364615,-0.006576556,-0.006576556,-0.005261348
11/29/2000,0.004371029,-0.010316652,-0.007021786,-0.027265836,-0.003766259,-0.005426904,-0.008230453,-0.008230453,-0.003173506
11/30/2000,-0.020105446,0.009710065,0.002817769,-0.013033322,-0.019091616,0.078574022,-0.018762419,-0.018762419,-0.012026856
12/1/2000,0.000212958,0.012753537,0.005423505,0.032682159,0.010240884,-0.073187187,0.01360542,0.01360542,0.009846013
12/4/2000,0.007405542,0.008048381,0.004945569,0.008157817,-0.01228986,0.010917072,0.001632473,0.001632473,0.004077334
12/5/2000,0.038921688,-0.01736445,-0.00022417,0.000959509,0.025437294,-0.100431996,-0.016660632,-0.016660632,-0.013064951
